id,path,label
id_u3q6jdck4j.jpg,./data/train/malaria/id_u3q6jdck4j.jpg,1
id_a6cl90trri.jpg,./data/train/malaria/id_a6cl90trri.jpg,1
id_qvc2le9sm8.jpg,./data/train/malaria/id_qvc2le9sm8.jpg,1
id_w8xnbd5rvm.jpg,./data/train/malaria/id_w8xnbd5rvm.jpg,1
id_6dop09rk02.jpg,./data/train/negative/id_6dop09rk02.jpg,0
id_i7r9hkhxvx.jpg,./data/train/malaria/id_i7r9hkhxvx.jpg,1
id_fzogq9kijh.jpg,./data/train/malaria/id_fzogq9kijh.jpg,1
id_i8qcpi8ey9.jpg,./data/train/malaria/id_i8qcpi8ey9.jpg,1
id_y0me081u0v.jpg,./data/train/negative/id_y0me081u0v.jpg,0
id_2phbgf1x5m.jpg,./data/train/malaria/id_2phbgf1x5m.jpg,1
id_8l8zssuabc.jpg,./data/train/malaria/id_8l8zssuabc.jpg,1
id_i4d0ulpq39.jpg,./data/train/malaria/id_i4d0ulpq39.jpg,1
id_pwiv4czvne.jpg,./data/train/malaria/id_pwiv4czvne.jpg,1
id_8y0uii4k60.jpg,./data/train/malaria/id_8y0uii4k60.jpg,1
id_ylrsd2a6k4.jpg,./data/train/malaria/id_ylrsd2a6k4.jpg,1
id_n0dqkovtp3.jpg,./data/train/malaria/id_n0dqkovtp3.jpg,1
id_5bbz3srksa.jpg,./data/train/malaria/id_5bbz3srksa.jpg,1
id_e3tep47339.jpg,./data/train/malaria/id_e3tep47339.jpg,1
id_ytq3slqkjm.jpg,./data/train/malaria/id_ytq3slqkjm.jpg,1
id_nzkpf8tr8o.jpg,./data/train/malaria/id_nzkpf8tr8o.jpg,1
id_a1ladv8a2p.jpg,./data/train/malaria/id_a1ladv8a2p.jpg,1
id_7chz2q4dsm.jpg,./data/train/malaria/id_7chz2q4dsm.jpg,1
id_fvpi1edl84.jpg,./data/train/malaria/id_fvpi1edl84.jpg,1
id_9cikz22vmm.jpg,./data/train/malaria/id_9cikz22vmm.jpg,1
id_6bs4zqzvfr.jpg,./data/train/malaria/id_6bs4zqzvfr.jpg,1
id_331urb6uko.jpg,./data/train/malaria/id_331urb6uko.jpg,1
id_7fd9tfijwa.jpg,./data/train/malaria/id_7fd9tfijwa.jpg,1
id_e20xnaq5qn.jpg,./data/train/malaria/id_e20xnaq5qn.jpg,1
id_db7urn6j1g.jpg,./data/train/malaria/id_db7urn6j1g.jpg,1
id_vmj225uyxh.jpg,./data/train/malaria/id_vmj225uyxh.jpg,1
id_lpc9b0h4yl.jpg,./data/train/malaria/id_lpc9b0h4yl.jpg,1
id_5gudsszz0t.jpg,./data/train/malaria/id_5gudsszz0t.jpg,1
id_tmtzoe9bns.jpg,./data/train/malaria/id_tmtzoe9bns.jpg,1
id_7fc9zyfy0e.jpg,./data/train/malaria/id_7fc9zyfy0e.jpg,1
id_tgqn7f4tx0.jpg,./data/train/malaria/id_tgqn7f4tx0.jpg,1
id_fa626uztwq.jpg,./data/train/malaria/id_fa626uztwq.jpg,1
id_pnave1opt9.jpg,./data/train/malaria/id_pnave1opt9.jpg,1
id_napzy4l85v.jpg,./data/train/malaria/id_napzy4l85v.jpg,1
id_0v91pruf44.jpg,./data/train/malaria/id_0v91pruf44.jpg,1
id_8ztw2t9cet.jpg,./data/train/malaria/id_8ztw2t9cet.jpg,1
id_r1h52tth8l.jpg,./data/train/malaria/id_r1h52tth8l.jpg,1
id_xculy3gzpk.jpg,./data/train/malaria/id_xculy3gzpk.jpg,1
id_glyh3dol96.jpg,./data/train/malaria/id_glyh3dol96.jpg,1
id_6g52lmvz2y.jpg,./data/train/malaria/id_6g52lmvz2y.jpg,1
id_sillt0ixj9.jpg,./data/train/malaria/id_sillt0ixj9.jpg,1
id_z0i61ad0tq.jpg,./data/train/malaria/id_z0i61ad0tq.jpg,1
id_58ee05nnpt.jpg,./data/train/malaria/id_58ee05nnpt.jpg,1
id_vvcixbrht6.jpg,./data/train/malaria/id_vvcixbrht6.jpg,1
id_vtppfsimst.jpg,./data/train/malaria/id_vtppfsimst.jpg,1
id_j0s3jncce7.jpg,./data/train/malaria/id_j0s3jncce7.jpg,1
id_y5sidvg3w2.jpg,./data/train/malaria/id_y5sidvg3w2.jpg,1
id_xa4qfbdy8x.jpg,./data/train/malaria/id_xa4qfbdy8x.jpg,1
id_8x0h7f3orn.jpg,./data/train/malaria/id_8x0h7f3orn.jpg,1
id_yfgqifa1av.jpg,./data/train/malaria/id_yfgqifa1av.jpg,1
id_0e1cx570oo.jpg,./data/train/malaria/id_0e1cx570oo.jpg,1
id_q4pmxshnf8.jpg,./data/train/malaria/id_q4pmxshnf8.jpg,1
id_4xe7v3uzb0.jpg,./data/train/malaria/id_4xe7v3uzb0.jpg,1
id_az75itcgjz.jpg,./data/train/malaria/id_az75itcgjz.jpg,1
id_y4hd9yvh59.jpg,./data/train/malaria/id_y4hd9yvh59.jpg,1
id_iwm2km59xp.jpg,./data/train/malaria/id_iwm2km59xp.jpg,1
id_2pye2ftpl6.jpg,./data/train/negative/id_2pye2ftpl6.jpg,0
id_iidcwndfgq.jpg,./data/train/malaria/id_iidcwndfgq.jpg,1
id_cv5yf1d2ap.jpg,./data/train/malaria/id_cv5yf1d2ap.jpg,1
id_rqr7ifphi8.jpg,./data/train/malaria/id_rqr7ifphi8.jpg,1
id_b8vydytsyy.jpg,./data/train/malaria/id_b8vydytsyy.jpg,1
id_io6mu601ef.jpg,./data/train/malaria/id_io6mu601ef.jpg,1
id_e4124p2abl.jpg,./data/train/malaria/id_e4124p2abl.jpg,1
id_2v40bfhybf.jpg,./data/train/malaria/id_2v40bfhybf.jpg,1
id_4rut0xcvto.jpg,./data/train/negative/id_4rut0xcvto.jpg,0
id_okva4xz4nj.jpg,./data/train/malaria/id_okva4xz4nj.jpg,1
id_xcv8hacv2o.jpg,./data/train/malaria/id_xcv8hacv2o.jpg,1
id_6t3jc3jcbq.jpg,./data/train/malaria/id_6t3jc3jcbq.jpg,1
id_wr1bsozdoh.jpg,./data/train/malaria/id_wr1bsozdoh.jpg,1
id_ef0jw5a0zi.jpg,./data/train/malaria/id_ef0jw5a0zi.jpg,1
id_69tmhfv0lu.jpg,./data/train/malaria/id_69tmhfv0lu.jpg,1
id_zr4uyveglu.jpg,./data/train/malaria/id_zr4uyveglu.jpg,1
id_7c46h00wjj.jpg,./data/train/negative/id_7c46h00wjj.jpg,0
id_rdy8ijad2a.jpg,./data/train/malaria/id_rdy8ijad2a.jpg,1
id_ixxqgodncy.jpg,./data/train/malaria/id_ixxqgodncy.jpg,1
id_qcgac2hzwm.jpg,./data/train/malaria/id_qcgac2hzwm.jpg,1
id_55a6sf8hbe.jpg,./data/train/malaria/id_55a6sf8hbe.jpg,1
id_6qr9x3f384.jpg,./data/train/malaria/id_6qr9x3f384.jpg,1
id_wbxjec4uq4.jpg,./data/train/malaria/id_wbxjec4uq4.jpg,1
id_ulanlfsxbd.jpg,./data/train/malaria/id_ulanlfsxbd.jpg,1
id_a1jdwsbpyl.jpg,./data/train/malaria/id_a1jdwsbpyl.jpg,1
id_dg0icorzno.jpg,./data/train/malaria/id_dg0icorzno.jpg,1
id_ffc6hl3147.jpg,./data/train/malaria/id_ffc6hl3147.jpg,1
id_2gp13u7qvy.jpg,./data/train/malaria/id_2gp13u7qvy.jpg,1
id_re74wr6nyy.jpg,./data/train/malaria/id_re74wr6nyy.jpg,1
id_bu04j7jxbr.jpg,./data/train/malaria/id_bu04j7jxbr.jpg,1
id_g9j9rxm05s.jpg,./data/train/malaria/id_g9j9rxm05s.jpg,1
id_19lavqwwve.jpg,./data/train/malaria/id_19lavqwwve.jpg,1
id_r90wmxlo7g.jpg,./data/train/malaria/id_r90wmxlo7g.jpg,1
id_k31xcsf57u.jpg,./data/train/malaria/id_k31xcsf57u.jpg,1
id_3dvqhi5yc2.jpg,./data/train/malaria/id_3dvqhi5yc2.jpg,1
id_4p97xqczln.jpg,./data/train/malaria/id_4p97xqczln.jpg,1
id_6r4u8vcjay.jpg,./data/train/malaria/id_6r4u8vcjay.jpg,1
id_zdg96srigj.jpg,./data/train/malaria/id_zdg96srigj.jpg,1
id_is6qvm3hoj.jpg,./data/train/malaria/id_is6qvm3hoj.jpg,1
id_ezd6x40fd0.jpg,./data/train/malaria/id_ezd6x40fd0.jpg,1
id_5vugns5i4r.jpg,./data/train/malaria/id_5vugns5i4r.jpg,1
id_7v191des6a.jpg,./data/train/malaria/id_7v191des6a.jpg,1
id_uin77hhkwi.jpg,./data/train/malaria/id_uin77hhkwi.jpg,1
id_7l5fy1nin2.jpg,./data/train/malaria/id_7l5fy1nin2.jpg,1
id_kmh7ea7qta.jpg,./data/train/malaria/id_kmh7ea7qta.jpg,1
id_9ynomawl38.jpg,./data/train/malaria/id_9ynomawl38.jpg,1
id_138trbgjle.jpg,./data/train/malaria/id_138trbgjle.jpg,1
id_cm79arin5l.jpg,./data/train/malaria/id_cm79arin5l.jpg,1
id_e5rea6wgy6.jpg,./data/train/malaria/id_e5rea6wgy6.jpg,1
id_vqxavxbgqv.jpg,./data/train/malaria/id_vqxavxbgqv.jpg,1
id_1kx1qtnqf6.jpg,./data/train/malaria/id_1kx1qtnqf6.jpg,1
id_k061rd9uty.jpg,./data/train/malaria/id_k061rd9uty.jpg,1
id_tdb81ada4s.jpg,./data/train/malaria/id_tdb81ada4s.jpg,1
id_fmofpxvw0i.jpg,./data/train/malaria/id_fmofpxvw0i.jpg,1
id_641yuyjn1f.jpg,./data/train/malaria/id_641yuyjn1f.jpg,1
id_ns0ww9t3ju.jpg,./data/train/malaria/id_ns0ww9t3ju.jpg,1
id_sv9q2kedlr.jpg,./data/train/malaria/id_sv9q2kedlr.jpg,1
id_o6g0y0lypq.jpg,./data/train/negative/id_o6g0y0lypq.jpg,0
id_fvt1r4srx5.jpg,./data/train/malaria/id_fvt1r4srx5.jpg,1
id_b9i2zz9yug.jpg,./data/train/malaria/id_b9i2zz9yug.jpg,1
id_wq2owxeg15.jpg,./data/train/malaria/id_wq2owxeg15.jpg,1
